week_start,town,county,drug,signal,units_sold,drug_weight
2023-05-29,Mariakani,Kilifi,Imodium,gi,74,0.7
2023-06-05,Mariakani,Kilifi,Imodium,gi,81,0.7
2023-06-12,Mariakani,Kilifi,Imodium,gi,92,0.7
2023-06-19,Mariakani,Kilifi,Imodium,gi,61,0.7
2023-06-26,Mariakani,Kilifi,Imodium,gi,74,0.7
2023-07-03,Mariakani,Kilifi,Imodium,gi,84,0.7
2023-07-10,Mariakani,Kilifi,Imodium,gi,77,0.7
2023-07-17,Mariakani,Kilifi,Imodium,gi,72,0.7
2023-07-24,Mariakani,Kilifi,Imodium,gi,50,0.7
2023-07-31,Mariakani,Kilifi,Imodium,gi,58,0.7
2023-08-07,Mariakani,Kilifi,Imodium,gi,51,0.7
2023-08-14,Mariakani,Kilifi,Imodium,gi,85,0.7
2023-08-21,Mariakani,Kilifi,Imodium,gi,72,0.7
2023-08-28,Mariakani,Kilifi,Imodium,gi,80,0.7
2023-09-04,Mariakani,Kilifi,Imodium,gi,77,0.7
2023-09-11,Mariakani,Kilifi,Imodium,gi,47,0.7
2023-09-18,Mariakani,Kilifi,Imodium,gi,59,0.7
2023-09-25,Mariakani,Kilifi,Imodium,gi,63,0.7
2023-10-02,Mariakani,Kilifi,Imodium,gi,49,0.7
2023-10-09,Mariakani,Kilifi,Imodium,gi,63,0.7
2023-10-16,Mariakani,Kilifi,Imodium,gi,75,0.7
2023-10-23,Mariakani,Kilifi,Imodium,gi,64,0.7
2023-10-30,Mariakani,Kilifi,Imodium,gi,72,0.7
2023-11-06,Mariakani,Kilifi,Imodium,gi,78,0.7
2023-11-13,Mariakani,Kilifi,Imodium,gi,87,0.7
2023-11-20,Mariakani,Kilifi,Imodium,gi,71,0.7
2023-11-27,Mariakani,Kilifi,Imodium,gi,49,0.7
2023-12-04,Mariakani,Kilifi,Imodium,gi,57,0.7
2023-12-11,Mariakani,Kilifi,Imodium,gi,55,0.7
2023-12-18,Mariakani,Kilifi,Imodium,gi,71,0.7
2023-12-25,Mariakani,Kilifi,Imodium,gi,70,0.7
2024-01-01,Mariakani,Kilifi,Imodium,gi,46,0.7
2024-01-08,Mariakani,Kilifi,Imodium,gi,63,0.7
2024-01-15,Mariakani,Kilifi,Imodium,gi,79,0.7
2024-01-22,Mariakani,Kilifi,Imodium,gi,88,0.7
2024-01-29,Mariakani,Kilifi,Imodium,gi,85,0.7
2024-02-05,Mariakani,Kilifi,Imodium,gi,75,0.7
2024-02-12,Mariakani,Kilifi,Imodium,gi,83,0.7
2024-02-19,Mariakani,Kilifi,Imodium,gi,61,0.7
2024-02-26,Mariakani,Kilifi,Imodium,gi,60,0.7
2024-03-04,Mariakani,Kilifi,Imodium,gi,55,0.7
2024-03-11,Mariakani,Kilifi,Imodium,gi,64,0.7
2024-03-18,Mariakani,Kilifi,Imodium,gi,73,0.7
2024-03-25,Mariakani,Kilifi,Imodium,gi,80,0.7
2024-04-01,Mariakani,Kilifi,Imodium,gi,131,0.7
2024-04-08,Mariakani,Kilifi,Imodium,gi,159,0.7
2024-04-15,Mariakani,Kilifi,Imodium,gi,134,0.7
2024-04-22,Mariakani,Kilifi,Imodium,gi,140,0.7
2024-04-29,Mariakani,Kilifi,Imodium,gi,110,0.7
2024-05-06,Mariakani,Kilifi,Imodium,gi,123,0.7
2024-05-13,Mariakani,Kilifi,Imodium,gi,35,0.7
2024-05-20,Mariakani,Kilifi,Imodium,gi,64,0.7
2024-05-27,Mariakani,Kilifi,Imodium,gi,67,0.7
2024-06-03,Mariakani,Kilifi,Imodium,gi,95,0.7
2024-06-10,Mariakani,Kilifi,Imodium,gi,75,0.7
2024-06-17,Mariakani,Kilifi,Imodium,gi,77,0.7
2024-06-24,Mariakani,Kilifi,Imodium,gi,86,0.7
2024-07-01,Mariakani,Kilifi,Imodium,gi,72,0.7
2024-07-08,Mariakani,Kilifi,Imodium,gi,70,0.7
2024-07-15,Mariakani,Kilifi,Imodium,gi,67,0.7
2024-07-22,Mariakani,Kilifi,Imodium,gi,48,0.7
2024-07-29,Mariakani,Kilifi,Imodium,gi,69,0.7
2024-08-05,Mariakani,Kilifi,Imodium,gi,50,0.7
2024-08-12,Mariakani,Kilifi,Imodium,gi,91,0.7
2024-08-19,Mariakani,Kilifi,Imodium,gi,57,0.7
2024-08-26,Mariakani,Kilifi,Imodium,gi,95,0.7
2024-09-02,Mariakani,Kilifi,Imodium,gi,56,0.7
2024-09-09,Mariakani,Kilifi,Imodium,gi,95,0.7
2024-09-16,Mariakani,Kilifi,Imodium,gi,69,0.7
2024-09-23,Mariakani,Kilifi,Imodium,gi,50,0.7
2024-09-30,Mariakani,Kilifi,Imodium,gi,63,0.7
2024-10-07,Mariakani,Kilifi,Imodium,gi,49,0.7
2024-10-14,Mariakani,Kilifi,Imodium,gi,156,0.7
2024-10-21,Mariakani,Kilifi,Imodium,gi,247,0.7
2024-10-28,Mariakani,Kilifi,Imodium,gi,199,0.7
2024-11-04,Mariakani,Kilifi,Imodium,gi,235,0.7
2024-11-11,Mariakani,Kilifi,Imodium,gi,318,0.7
2024-11-18,Mariakani,Kilifi,Imodium,gi,297,0.7
2024-11-25,Mariakani,Kilifi,Imodium,gi,122,0.7
2024-12-02,Mariakani,Kilifi,Imodium,gi,103,0.7
2024-12-09,Mariakani,Kilifi,Imodium,gi,95,0.7
2024-12-16,Mariakani,Kilifi,Imodium,gi,45,0.7
2024-12-23,Mariakani,Kilifi,Imodium,gi,61,0.7
2024-12-30,Mariakani,Kilifi,Imodium,gi,61,0.7
2023-01-02,Mariakani,Kilifi,Septrin,respiratory,46,0.8
2023-01-09,Mariakani,Kilifi,Septrin,respiratory,57,0.8
2023-01-16,Mariakani,Kilifi,Septrin,respiratory,57,0.8
2023-01-23,Mariakani,Kilifi,Septrin,respiratory,58,0.8
2023-01-30,Mariakani,Kilifi,Septrin,respiratory,45,0.8
2023-02-06,Mariakani,Kilifi,Septrin,respiratory,58,0.8
2023-02-13,Mariakani,Kilifi,Septrin,respiratory,87,0.8
2023-02-20,Mariakani,Kilifi,Septrin,respiratory,57,0.8
2023-02-27,Mariakani,Kilifi,Septrin,respiratory,79,0.8
2023-03-06,Mariakani,Kilifi,Septrin,respiratory,71,0.8
2023-03-13,Mariakani,Kilifi,Septrin,respiratory,91,0.8
2023-03-20,Mariakani,Kilifi,Septrin,respiratory,77,0.8
2023-03-27,Mariakani,Kilifi,Septrin,respiratory,81,0.8
2023-04-03,Mariakani,Kilifi,Septrin,respiratory,63,0.8
2023-04-10,Mariakani,Kilifi,Septrin,respiratory,40,0.8
2023-04-17,Mariakani,Kilifi,Septrin,respiratory,41,0.8
2023-04-24,Mariakani,Kilifi,Septrin,respiratory,52,0.8
2023-05-01,Mariakani,Kilifi,Septrin,respiratory,46,0.8
2023-05-08,Mariakani,Kilifi,Septrin,respiratory,48,0.8
2023-05-15,Mariakani,Kilifi,Septrin,respiratory,60,0.8
2023-05-22,Mariakani,Kilifi,Septrin,respiratory,58,0.8
2023-05-29,Mariakani,Kilifi,Septrin,respiratory,67,0.8
2023-06-05,Mariakani,Kilifi,Septrin,respiratory,50,0.8
2023-06-12,Mariakani,Kilifi,Septrin,respiratory,47,0.8
2023-06-19,Mariakani,Kilifi,Septrin,respiratory,56,0.8
2023-06-26,Mariakani,Kilifi,Septrin,respiratory,145,0.8
2023-07-03,Mariakani,Kilifi,Septrin,respiratory,169,0.8
2023-07-10,Mariakani,Kilifi,Septrin,respiratory,198,0.8
2023-07-17,Mariakani,Kilifi,Septrin,respiratory,271,0.8
2023-07-24,Mariakani,Kilifi,Septrin,respiratory,245,0.8
2023-07-31,Mariakani,Kilifi,Septrin,respiratory,244,0.8
2023-08-07,Mariakani,Kilifi,Septrin,respiratory,102,0.8
2023-08-14,Mariakani,Kilifi,Septrin,respiratory,84,0.8
2023-08-21,Mariakani,Kilifi,Septrin,respiratory,53,0.8
2023-08-28,Mariakani,Kilifi,Septrin,respiratory,59,0.8
2023-09-04,Mariakani,Kilifi,Septrin,respiratory,60,0.8
2023-09-11,Mariakani,Kilifi,Septrin,respiratory,58,0.8
2023-09-18,Mariakani,Kilifi,Septrin,respiratory,51,0.8
2023-09-25,Mariakani,Kilifi,Septrin,respiratory,57,0.8
2023-10-02,Mariakani,Kilifi,Septrin,respiratory,128,0.8
2023-10-09,Mariakani,Kilifi,Septrin,respiratory,109,0.8
2023-10-16,Mariakani,Kilifi,Septrin,respiratory,114,0.8
2023-10-23,Mariakani,Kilifi,Septrin,respiratory,141,0.8
2023-10-30,Mariakani,Kilifi,Septrin,respiratory,111,0.8
2023-11-06,Mariakani,Kilifi,Septrin,respiratory,112,0.8
2023-11-13,Mariakani,Kilifi,Septrin,respiratory,71,0.8
2023-11-20,Mariakani,Kilifi,Septrin,respiratory,76,0.8
2023-11-27,Mariakani,Kilifi,Septrin,respiratory,89,0.8
2023-12-04,Mariakani,Kilifi,Septrin,respiratory,71,0.8
2023-12-11,Mariakani,Kilifi,Septrin,respiratory,273,0.8
2023-12-18,Mariakani,Kilifi,Septrin,respiratory,546,0.8
2023-12-25,Mariakani,Kilifi,Septrin,respiratory,483,0.8
2024-01-01,Mariakani,Kilifi,Septrin,respiratory,336,0.8
2024-01-08,Mariakani,Kilifi,Septrin,respiratory,438,0.8
2024-01-15,Mariakani,Kilifi,Septrin,respiratory,344,0.8
2024-01-22,Mariakani,Kilifi,Septrin,respiratory,171,0.8
2024-01-29,Mariakani,Kilifi,Septrin,respiratory,36,0.8
2024-02-05,Mariakani,Kilifi,Septrin,respiratory,49,0.8
2024-02-12,Mariakani,Kilifi,Septrin,respiratory,89,0.8
2024-02-19,Mariakani,Kilifi,Septrin,respiratory,102,0.8
2024-02-26,Mariakani,Kilifi,Septrin,respiratory,76,0.8
2024-03-04,Mariakani,Kilifi,Septrin,respiratory,90,0.8
2024-03-11,Mariakani,Kilifi,Septrin,respiratory,97,0.8
2024-03-18,Mariakani,Kilifi,Septrin,respiratory,79,0.8
2024-03-25,Mariakani,Kilifi,Septrin,respiratory,76,0.8
2024-04-01,Mariakani,Kilifi,Septrin,respiratory,64,0.8
2024-04-08,Mariakani,Kilifi,Septrin,respiratory,41,0.8
2024-04-15,Mariakani,Kilifi,Septrin,respiratory,50,0.8
2024-04-22,Mariakani,Kilifi,Septrin,respiratory,53,0.8
2024-04-29,Mariakani,Kilifi,Septrin,respiratory,53,0.8
2024-05-06,Mariakani,Kilifi,Septrin,respiratory,39,0.8
2024-05-13,Mariakani,Kilifi,Septrin,respiratory,58,0.8
2024-05-20,Mariakani,Kilifi,Septrin,respiratory,54,0.8
2024-05-27,Mariakani,Kilifi,Septrin,respiratory,44,0.8
2024-06-03,Mariakani,Kilifi,Septrin,respiratory,67,0.8
2024-06-10,Mariakani,Kilifi,Septrin,respiratory,50,0.8
2024-06-17,Mariakani,Kilifi,Septrin,respiratory,50,0.8
2024-06-24,Mariakani,Kilifi,Septrin,respiratory,70,0.8
2024-07-01,Mariakani,Kilifi,Septrin,respiratory,95,0.8
2024-07-08,Mariakani,Kilifi,Septrin,respiratory,91,0.8
2024-07-15,Mariakani,Kilifi,Septrin,respiratory,98,0.8
2024-07-22,Mariakani,Kilifi,Septrin,respiratory,76,0.8
2024-07-29,Mariakani,Kilifi,Septrin,respiratory,89,0.8
2024-08-05,Mariakani,Kilifi,Septrin,respiratory,76,0.8
2024-08-12,Mariakani,Kilifi,Septrin,respiratory,82,0.8
2024-08-19,Mariakani,Kilifi,Septrin,respiratory,71,0.8
2024-08-26,Mariakani,Kilifi,Septrin,respiratory,65,0.8
2024-09-02,Mariakani,Kilifi,Septrin,respiratory,36,0.8
2024-09-09,Mariakani,Kilifi,Septrin,respiratory,48,0.8
2024-09-16,Mariakani,Kilifi,Septrin,respiratory,63,0.8
2024-09-23,Mariakani,Kilifi,Septrin,respiratory,41,0.8
2024-09-30,Mariakani,Kilifi,Septrin,respiratory,59,0.8
2024-10-07,Mariakani,Kilifi,Septrin,respiratory,61,0.8
2024-10-14,Mariakani,Kilifi,Septrin,respiratory,52,0.8
2024-10-21,Mariakani,Kilifi,Septrin,respiratory,41,0.8
2024-10-28,Mariakani,Kilifi,Septrin,respiratory,52,0.8
2024-11-04,Mariakani,Kilifi,Septrin,respiratory,64,0.8
2024-11-11,Mariakani,Kilifi,Septrin,respiratory,79,0.8
2024-11-18,Mariakani,Kilifi,Septrin,respiratory,76,0.8
2024-11-25,Mariakani,Kilifi,Septrin,respiratory,70,0.8
2024-12-02,Mariakani,Kilifi,Septrin,respiratory,110,0.8
2024-12-09,Mariakani,Kilifi,Septrin,respiratory,100,0.8
2024-12-16,Mariakani,Kilifi,Septrin,respiratory,75,0.8
2024-12-23,Mariakani,Kilifi,Septrin,respiratory,86,0.8
2024-12-30,Mariakani,Kilifi,Septrin,respiratory,55,0.8
2023-01-02,Mariakani,Kilifi,Amoxicillin,respiratory,40,0.75
2023-01-09,Mariakani,Kilifi,Amoxicillin,respiratory,34,0.75
2023-01-16,Mariakani,Kilifi,Amoxicillin,respiratory,39,0.75
2023-01-23,Mariakani,Kilifi,Amoxicillin,respiratory,44,0.75
2023-01-30,Mariakani,Kilifi,Amoxicillin,respiratory,43,0.75
2023-02-06,Mariakani,Kilifi,Amoxicillin,respiratory,50,0.75
2023-02-13,Mariakani,Kilifi,Amoxicillin,respiratory,37,0.75
2023-02-20,Mariakani,Kilifi,Amoxicillin,respiratory,58,0.75
2023-02-27,Mariakani,Kilifi,Amoxicillin,respiratory,61,0.75
2023-03-06,Mariakani,Kilifi,Amoxicillin,respiratory,55,0.75
2023-03-13,Mariakani,Kilifi,Amoxicillin,respiratory,73,0.75
2023-03-20,Mariakani,Kilifi,Amoxicillin,respiratory,42,0.75
2023-03-27,Mariakani,Kilifi,Amoxicillin,respiratory,61,0.75
2023-04-03,Mariakani,Kilifi,Amoxicillin,respiratory,56,0.75
2023-04-10,Mariakani,Kilifi,Amoxicillin,respiratory,37,0.75
2023-04-17,Mariakani,Kilifi,Amoxicillin,respiratory,38,0.75
2023-04-24,Mariakani,Kilifi,Amoxicillin,respiratory,44,0.75
2023-05-01,Mariakani,Kilifi,Amoxicillin,respiratory,34,0.75
2023-05-08,Mariakani,Kilifi,Amoxicillin,respiratory,42,0.75
2023-05-15,Mariakani,Kilifi,Amoxicillin,respiratory,33,0.75
2023-05-22,Mariakani,Kilifi,Amoxicillin,respiratory,31,0.75
2023-05-29,Mariakani,Kilifi,Amoxicillin,respiratory,40,0.75
2023-06-05,Mariakani,Kilifi,Amoxicillin,respiratory,38,0.75
2023-06-12,Mariakani,Kilifi,Amoxicillin,respiratory,29,0.75
2023-06-19,Mariakani,Kilifi,Amoxicillin,respiratory,47,0.75
2023-06-26,Mariakani,Kilifi,Amoxicillin,respiratory,44,0.75
2023-07-03,Mariakani,Kilifi,Amoxicillin,respiratory,59,0.75
2023-07-10,Mariakani,Kilifi,Amoxicillin,respiratory,75,0.75
2023-07-17,Mariakani,Kilifi,Amoxicillin,respiratory,67,0.75
2023-07-24,Mariakani,Kilifi,Amoxicillin,respiratory,78,0.75
2023-07-31,Mariakani,Kilifi,Amoxicillin,respiratory,56,0.75
2023-08-07,Mariakani,Kilifi,Amoxicillin,respiratory,73,0.75
2023-08-14,Mariakani,Kilifi,Amoxicillin,respiratory,48,0.75
2023-08-21,Mariakani,Kilifi,Amoxicillin,respiratory,43,0.75
2023-08-28,Mariakani,Kilifi,Amoxicillin,respiratory,30,0.75
2023-09-04,Mariakani,Kilifi,Amoxicillin,respiratory,40,0.75
2023-09-11,Mariakani,Kilifi,Amoxicillin,respiratory,42,0.75
2023-09-18,Mariakani,Kilifi,Amoxicillin,respiratory,43,0.75
2023-09-25,Mariakani,Kilifi,Amoxicillin,respiratory,30,0.75
2023-10-02,Mariakani,Kilifi,Amoxicillin,respiratory,41,0.75
2023-10-09,Mariakani,Kilifi,Amoxicillin,respiratory,41,0.75
2023-10-16,Mariakani,Kilifi,Amoxicillin,respiratory,42,0.75
2023-10-23,Mariakani,Kilifi,Amoxicillin,respiratory,34,0.75
2023-10-30,Mariakani,Kilifi,Amoxicillin,respiratory,24,0.75
2023-11-06,Mariakani,Kilifi,Amoxicillin,respiratory,43,0.75
2023-11-13,Mariakani,Kilifi,Amoxicillin,respiratory,95,0.75
2023-11-20,Mariakani,Kilifi,Amoxicillin,respiratory,117,0.75
2023-11-27,Mariakani,Kilifi,Amoxicillin,respiratory,123,0.75
2023-12-04,Mariakani,Kilifi,Amoxicillin,respiratory,137,0.75
2023-12-11,Mariakani,Kilifi,Amoxicillin,respiratory,150,0.75
2023-12-18,Mariakani,Kilifi,Amoxicillin,respiratory,96,0.75
2023-12-25,Mariakani,Kilifi,Amoxicillin,respiratory,71,0.75
2024-01-01,Mariakani,Kilifi,Amoxicillin,respiratory,37,0.75
2024-01-08,Mariakani,Kilifi,Amoxicillin,respiratory,48,0.75
2024-01-15,Mariakani,Kilifi,Amoxicillin,respiratory,36,0.75
2024-01-22,Mariakani,Kilifi,Amoxicillin,respiratory,35,0.75
2024-01-29,Mariakani,Kilifi,Amoxicillin,respiratory,38,0.75
2024-02-05,Mariakani,Kilifi,Amoxicillin,respiratory,50,0.75
2024-02-12,Mariakani,Kilifi,Amoxicillin,respiratory,52,0.75
2024-02-19,Mariakani,Kilifi,Amoxicillin,respiratory,65,0.75
2024-02-26,Mariakani,Kilifi,Amoxicillin,respiratory,60,0.75
2024-03-04,Mariakani,Kilifi,Amoxicillin,respiratory,66,0.75
2024-03-11,Mariakani,Kilifi,Amoxicillin,respiratory,153,0.75
2024-03-18,Mariakani,Kilifi,Amoxicillin,respiratory,113,0.75
2024-03-25,Mariakani,Kilifi,Amoxicillin,respiratory,300,0.75
2024-04-01,Mariakani,Kilifi,Amoxicillin,respiratory,189,0.75
2024-04-08,Mariakani,Kilifi,Amoxicillin,respiratory,240,0.75
2024-04-15,Mariakani,Kilifi,Amoxicillin,respiratory,231,0.75
2024-04-22,Mariakani,Kilifi,Amoxicillin,respiratory,100,0.75
2024-04-29,Mariakani,Kilifi,Amoxicillin,respiratory,129,0.75
2024-05-06,Mariakani,Kilifi,Amoxicillin,respiratory,40,0.75
2024-05-13,Mariakani,Kilifi,Amoxicillin,respiratory,39,0.75
2024-05-20,Mariakani,Kilifi,Amoxicillin,respiratory,46,0.75
2024-05-27,Mariakani,Kilifi,Amoxicillin,respiratory,36,0.75
2024-06-03,Mariakani,Kilifi,Amoxicillin,respiratory,34,0.75
2024-06-10,Mariakani,Kilifi,Amoxicillin,respiratory,40,0.75
2024-06-17,Mariakani,Kilifi,Amoxicillin,respiratory,42,0.75
2024-06-24,Mariakani,Kilifi,Amoxicillin,respiratory,54,0.75
2024-07-01,Mariakani,Kilifi,Amoxicillin,respiratory,53,0.75
2024-07-08,Mariakani,Kilifi,Amoxicillin,respiratory,53,0.75
2024-07-15,Mariakani,Kilifi,Amoxicillin,respiratory,88,0.75
2024-07-22,Mariakani,Kilifi,Amoxicillin,respiratory,55,0.75
2024-07-29,Mariakani,Kilifi,Amoxicillin,respiratory,65,0.75
2024-08-05,Mariakani,Kilifi,Amoxicillin,respiratory,67,0.75
2024-08-12,Mariakani,Kilifi,Amoxicillin,respiratory,64,0.75
2024-08-19,Mariakani,Kilifi,Amoxicillin,respiratory,43,0.75
2024-08-26,Mariakani,Kilifi,Amoxicillin,respiratory,28,0.75
2024-09-02,Mariakani,Kilifi,Amoxicillin,respiratory,35,0.75
2024-09-09,Mariakani,Kilifi,Amoxicillin,respiratory,43,0.75
2024-09-16,Mariakani,Kilifi,Amoxicillin,respiratory,42,0.75
2024-09-23,Mariakani,Kilifi,Amoxicillin,respiratory,42,0.75
2024-09-30,Mariakani,Kilifi,Amoxicillin,respiratory,43,0.75
2024-10-07,Mariakani,Kilifi,Amoxicillin,respiratory,46,0.75
2024-10-14,Mariakani,Kilifi,Amoxicillin,respiratory,34,0.75
2024-10-21,Mariakani,Kilifi,Amoxicillin,respiratory,32,0.75
2024-10-28,Mariakani,Kilifi,Amoxicillin,respiratory,41,0.75
2024-11-04,Mariakani,Kilifi,Amoxicillin,respiratory,32,0.75
2024-11-11,Mariakani,Kilifi,Amoxicillin,respiratory,38,0.75
2024-11-18,Mariakani,Kilifi,Amoxicillin,respiratory,64,0.75
2024-11-25,Mariakani,Kilifi,Amoxicillin,respiratory,63,0.75
2024-12-02,Mariakani,Kilifi,Amoxicillin,respiratory,64,0.75
2024-12-09,Mariakani,Kilifi,Amoxicillin,respiratory,66,0.75
2024-12-16,Mariakani,Kilifi,Amoxicillin,respiratory,63,0.75
2024-12-23,Mariakani,Kilifi,Amoxicillin,respiratory,71,0.75
2024-12-30,Mariakani,Kilifi,Amoxicillin,respiratory,30,0.75
2023-01-02,Mariakani,Kilifi,Piriton,respiratory,35,0.5
2023-01-09,Mariakani,Kilifi,Piriton,respiratory,33,0.5
2023-01-16,Mariakani,Kilifi,Piriton,respiratory,50,0.5
2023-01-23,Mariakani,Kilifi,Piriton,respiratory,44,0.5
2023-01-30,Mariakani,Kilifi,Piriton,respiratory,55,0.5
2023-02-06,Mariakani,Kilifi,Piriton,respiratory,53,0.5
2023-02-13,Mariakani,Kilifi,Piriton,respiratory,45,0.5
2023-02-20,Mariakani,Kilifi,Piriton,respiratory,69,0.5
2023-02-27,Mariakani,Kilifi,Piriton,respiratory,78,0.5
2023-03-06,Mariakani,Kilifi,Piriton,respiratory,76,0.5
2023-03-13,Mariakani,Kilifi,Piriton,respiratory,82,0.5
2023-03-20,Mariakani,Kilifi,Piriton,respiratory,65,0.5
2023-03-27,Mariakani,Kilifi,Piriton,respiratory,52,0.5
2023-04-03,Mariakani,Kilifi,Piriton,respiratory,47,0.5
2023-04-10,Mariakani,Kilifi,Piriton,respiratory,42,0.5
2023-04-17,Mariakani,Kilifi,Piriton,respiratory,42,0.5
2023-04-24,Mariakani,Kilifi,Piriton,respiratory,185,0.5
2023-05-01,Mariakani,Kilifi,Piriton,respiratory,162,0.5
2023-05-08,Mariakani,Kilifi,Piriton,respiratory,150,0.5
2023-05-15,Mariakani,Kilifi,Piriton,respiratory,145,0.5
2023-05-22,Mariakani,Kilifi,Piriton,respiratory,142,0.5
2023-05-29,Mariakani,Kilifi,Piriton,respiratory,142,0.5
2023-06-05,Mariakani,Kilifi,Piriton,respiratory,47,0.5
2023-06-12,Mariakani,Kilifi,Piriton,respiratory,117,0.5
2023-06-19,Mariakani,Kilifi,Piriton,respiratory,80,0.5
2023-06-26,Mariakani,Kilifi,Piriton,respiratory,134,0.5
2023-07-03,Mariakani,Kilifi,Piriton,respiratory,159,0.5
2023-07-10,Mariakani,Kilifi,Piriton,respiratory,162,0.5
2023-07-17,Mariakani,Kilifi,Piriton,respiratory,178,0.5
2023-07-24,Mariakani,Kilifi,Piriton,respiratory,81,0.5
2023-07-31,Mariakani,Kilifi,Piriton,respiratory,85,0.5
2023-08-07,Mariakani,Kilifi,Piriton,respiratory,74,0.5
2023-08-14,Mariakani,Kilifi,Piriton,respiratory,71,0.5
2023-08-21,Mariakani,Kilifi,Piriton,respiratory,62,0.5
2023-08-28,Mariakani,Kilifi,Piriton,respiratory,43,0.5
2023-09-04,Mariakani,Kilifi,Piriton,respiratory,49,0.5
2023-09-11,Mariakani,Kilifi,Piriton,respiratory,34,0.5
2023-09-18,Mariakani,Kilifi,Piriton,respiratory,43,0.5
2023-09-25,Mariakani,Kilifi,Piriton,respiratory,42,0.5
2023-10-02,Mariakani,Kilifi,Piriton,respiratory,56,0.5
2023-10-09,Mariakani,Kilifi,Piriton,respiratory,48,0.5
2023-10-16,Mariakani,Kilifi,Piriton,respiratory,36,0.5
2023-10-23,Mariakani,Kilifi,Piriton,respiratory,50,0.5
2023-10-30,Mariakani,Kilifi,Piriton,respiratory,52,0.5
2023-11-06,Mariakani,Kilifi,Piriton,respiratory,45,0.5
2023-11-13,Mariakani,Kilifi,Piriton,respiratory,61,0.5
2023-11-20,Mariakani,Kilifi,Piriton,respiratory,40,0.5
2023-11-27,Mariakani,Kilifi,Piriton,respiratory,42,0.5
2023-12-04,Mariakani,Kilifi,Piriton,respiratory,62,0.5
2023-12-11,Mariakani,Kilifi,Piriton,respiratory,79,0.5
2023-12-18,Mariakani,Kilifi,Piriton,respiratory,93,0.5
2023-12-25,Mariakani,Kilifi,Piriton,respiratory,59,0.5
2024-01-01,Mariakani,Kilifi,Piriton,respiratory,40,0.5
2024-01-08,Mariakani,Kilifi,Piriton,respiratory,46,0.5
2024-01-15,Mariakani,Kilifi,Piriton,respiratory,42,0.5
2024-01-22,Mariakani,Kilifi,Piriton,respiratory,42,0.5
2024-01-29,Mariakani,Kilifi,Piriton,respiratory,43,0.5
2024-02-05,Mariakani,Kilifi,Piriton,respiratory,66,0.5
2024-02-12,Mariakani,Kilifi,Piriton,respiratory,75,0.5
2024-02-19,Mariakani,Kilifi,Piriton,respiratory,72,0.5
2024-02-26,Mariakani,Kilifi,Piriton,respiratory,95,0.5
2024-03-04,Mariakani,Kilifi,Piriton,respiratory,83,0.5
2024-03-11,Mariakani,Kilifi,Piriton,respiratory,89,0.5
2024-03-18,Mariakani,Kilifi,Piriton,respiratory,62,0.5
2024-03-25,Mariakani,Kilifi,Piriton,respiratory,58,0.5
2024-04-01,Mariakani,Kilifi,Piriton,respiratory,50,0.5
2024-04-08,Mariakani,Kilifi,Piriton,respiratory,45,0.5
2024-04-15,Mariakani,Kilifi,Piriton,respiratory,46,0.5
2024-04-22,Mariakani,Kilifi,Piriton,respiratory,48,0.5
2024-04-29,Mariakani,Kilifi,Piriton,respiratory,59,0.5
2024-05-06,Mariakani,Kilifi,Piriton,respiratory,50,0.5
2024-05-13,Mariakani,Kilifi,Piriton,respiratory,42,0.5
2024-05-20,Mariakani,Kilifi,Piriton,respiratory,45,0.5
2024-05-27,Mariakani,Kilifi,Piriton,respiratory,56,0.5
2024-06-03,Mariakani,Kilifi,Piriton,respiratory,51,0.5
2024-06-10,Mariakani,Kilifi,Piriton,respiratory,56,0.5
2024-06-17,Mariakani,Kilifi,Piriton,respiratory,42,0.5
2024-06-24,Mariakani,Kilifi,Piriton,respiratory,49,0.5
2024-07-01,Mariakani,Kilifi,Piriton,respiratory,58,0.5
2024-07-08,Mariakani,Kilifi,Piriton,respiratory,67,0.5
2024-07-15,Mariakani,Kilifi,Piriton,respiratory,64,0.5
2024-07-22,Mariakani,Kilifi,Piriton,respiratory,81,0.5
2024-07-29,Mariakani,Kilifi,Piriton,respiratory,79,0.5
2024-08-05,Mariakani,Kilifi,Piriton,respiratory,86,0.5
2024-08-12,Mariakani,Kilifi,Piriton,respiratory,47,0.5
2024-08-19,Mariakani,Kilifi,Piriton,respiratory,48,0.5
2024-08-26,Mariakani,Kilifi,Piriton,respiratory,92,0.5
2024-09-02,Mariakani,Kilifi,Piriton,respiratory,84,0.5
2024-09-09,Mariakani,Kilifi,Piriton,respiratory,82,0.5
2024-09-16,Mariakani,Kilifi,Piriton,respiratory,97,0.5
2024-09-23,Mariakani,Kilifi,Piriton,respiratory,69,0.5
2024-09-30,Mariakani,Kilifi,Piriton,respiratory,168,0.5
2024-10-07,Mariakani,Kilifi,Piriton,respiratory,91,0.5
2024-10-14,Mariakani,Kilifi,Piriton,respiratory,73,0.5
2024-10-21,Mariakani,Kilifi,Piriton,respiratory,107,0.5
2024-10-28,Mariakani,Kilifi,Piriton,respiratory,97,0.5
2024-11-04,Mariakani,Kilifi,Piriton,respiratory,93,0.5
2024-11-11,Mariakani,Kilifi,Piriton,respiratory,48,0.5
2024-11-18,Mariakani,Kilifi,Piriton,respiratory,64,0.5
2024-11-25,Mariakani,Kilifi,Piriton,respiratory,63,0.5
2024-12-02,Mariakani,Kilifi,Piriton,respiratory,78,0.5
